Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Migration_Start_Month,Migration_End_Month,Rest_Stops,Migrated_in_Flock,Flock_Size,Migration_Interrupted,Interrupted_Reason,Migration_Success,Observation_Counts,Origin
B6231,swallow,africa,Wetland,Rainy,Climate Change,73.59456325163995,-169.38806270788714,-46.21352445091617,-11.63179911913724,3441.35,51.7,40.74,2668,861,4.9,46.5,Sep,May,10,No,450,No,Injury,Successful,22,"73.59456325163995, -169.38806270788714"
B6232,crane,africa,Wetland,Clear,Climate Change,23.77000661097556,-2.978293102423152,68.83590366126879,-179.73406601135116,2324.38,56.6,50.35,4479,716,8.6,7.1,Oct,Dec,3,Yes,259,No,Injury,Failed,89,"23.77000661097556, -2.978293102423152"
B6233,crane,africa,Grassland,Rainy,Feeding,-33.381516637174805,78.50236655842576,29.82348616140736,97.7299109014458,2234.42,56.4,43.14,3292,765,0.4,25.6,May,Mar,5,Yes,90,Yes,Storm,Successful,91,"-33.381516637174805, 78.50236655842576"
B6234,stork,south america,Forest,Rainy,Breeding,50.980439382359634,-170.62918984689134,-8.759677816713719,-128.76554238308628,2242.42,51.8,58.4,4792,715,33.6,27.8,Nov,Jun,7,Yes,298,No,Injury,Successful,26,"50.980439382359634, -170.62918984689134"
B6235,crane,africa,Forest,Stormy,Feeding,-0.5404241639472502,-31.15846282952566,57.65089442998354,62.931629374192056,1682.71,46.8,44.98,6688,507,34.6,14.6,Apr,Mar,14,Yes,379,No,Lost Signal,Failed,71,"-0.5404241639472502, -31.15846282952566"
B6236,eagle,north america,Mountain,Rainy,Feeding,-55.171222086765866,-123.99832783743256,-47.38924027821447,-56.082991771839474,3279.72,53.8,55.23,6539,654,2.4,34.6,Nov,Mar,10,Yes,432,No,Injury,Successful,64,"-55.171222086765866, -123.99832783743256"
B6237,goose,australia,Forest,Rainy,Feeding,44.534064298882754,51.5148555676891,-46.94843258287148,28.08093105564265,3221.76,31.3,51.5,7637,567,33.2,2.5,Oct,Oct,8,Yes,343,No,,Failed,34,"44.534064298882754, 51.5148555676891"
B6238,swallow,australia,Wetland,Windy,Breeding,-66.14434877053878,164.64450556009484,12.099616564012264,127.8422555352284,1634.73,65.0,53.61,8984,727,31.4,46.5,Oct,Dec,8,No,224,No,Injury,Failed,97,"-66.14434877053878, 164.64450556009484"
B6239,eagle,europe,Forest,Windy,Avoid Predators,-57.93240037569674,44.850565639905454,52.21129630543547,-124.46186517313724,2329.3,70.8,45.43,3808,702,32.7,13.0,Feb,Oct,5,Yes,275,No,Storm,Failed,78,"-57.93240037569674, 44.850565639905454"
B6240,goose,africa,Mountain,Windy,Feeding,46.576067118326506,70.15597429892006,-43.27946695527363,99.94867453327032,1716.66,52.0,59.5,8403,519,23.1,44.5,Sep,Nov,10,Yes,53,Yes,Lost Signal,Failed,63,"46.576067118326506, 70.15597429892006"
B6241,hawk,australia,Urban,Windy,Feeding,48.62604493283186,-37.23735584678059,-52.19381906804113,-166.2089580774732,2904.02,49.6,49.92,8588,557,12.0,4.4,Nov,Nov,1,Yes,144,No,Lost Signal,Successful,5,"48.62604493283186, -37.23735584678059"
B6242,warbler,africa,Forest,Windy,Feeding,52.34062838475876,22.730712822689892,-4.684554118960207,151.6926890373917,2800.01,52.6,60.48,4049,456,8.5,29.8,Apr,Jun,13,No,207,No,Lost Signal,Successful,5,"52.34062838475876, 22.730712822689892"
B6243,stork,europe,Forest,Clear,Breeding,-37.20147760491918,15.788775486909516,-65.84315579790015,-107.42884874947792,2002.88,59.0,52.49,2884,709,-8.7,13.3,Nov,Jun,6,Yes,39,Yes,,Failed,25,"-37.20147760491918, 15.788775486909516"
B6244,crane,australia,Wetland,Stormy,Breeding,65.9857423268734,93.45828429645984,44.60611456411934,105.9889299911544,2279.0,63.3,46.29,9253,335,-0.4,23.4,Nov,May,13,Yes,140,No,Predator,Failed,37,"65.9857423268734, 93.45828429645984"
B6245,hawk,north america,Grassland,Foggy,Climate Change,40.08026447317312,128.48819292730627,13.919566018399294,-155.8006224342374,3177.12,59.2,53.05,7698,509,23.3,53.1,Nov,May,11,No,30,Yes,Lost Signal,Failed,62,"40.08026447317312, 128.48819292730627"
B6246,crane,south america,Urban,Windy,Feeding,60.114133719241295,58.63893994191591,2.2574176360105724,-62.26256848109334,2430.59,65.7,54.35,4213,803,-4.9,26.8,Feb,Mar,10,Yes,331,No,Injury,Failed,80,"60.114133719241295, 58.63893994191591"
B6247,eagle,africa,Grassland,Stormy,Feeding,37.548987254440206,172.73116869265658,67.0074144336167,48.077062291136855,2189.29,57.8,48.13,7962,366,-9.4,16.4,Feb,Nov,9,Yes,173,Yes,Predator,Failed,78,"37.548987254440206, 172.73116869265658"
B6248,swallow,australia,Mountain,Foggy,Breeding,14.327362574341308,118.18382130881986,41.86112843318256,57.17688244296664,2985.11,71.3,52.46,8419,216,25.6,18.2,Jan,Mar,1,No,308,Yes,Injury,Failed,70,"14.327362574341308, 118.18382130881986"
B6249,swallow,australia,Mountain,Rainy,Breeding,-70.30894111667652,-135.12717038990698,-63.13143744772586,71.57145359508266,2539.72,57.5,54.57,9631,503,7.6,38.1,Apr,Dec,1,No,292,Yes,Predator,Failed,64,"-70.30894111667652, -135.12717038990698"
B6250,swallow,europe,Grassland,Rainy,Feeding,37.968518151350864,2.691143419021614,-14.32227268041163,-53.69073292079187,3143.78,48.2,45.07,1399,407,7.8,44.3,May,Dec,10,No,177,No,,Successful,51,"37.968518151350864, 2.691143419021614"
B6251,crane,north america,Wetland,Stormy,Avoid Predators,34.282939582473134,145.16498832975725,-32.17130009897028,59.762962039486496,2979.56,32.7,46.73,6139,132,2.2,2.5,Nov,Oct,1,Yes,327,No,Storm,Successful,90,"34.282939582473134, 145.16498832975725"
B6252,hawk,asia,Coastal,Clear,Climate Change,-33.75159600836513,159.81655274323697,54.37249884268888,-25.739483305428596,2826.52,49.1,44.27,8498,617,27.8,29.9,Oct,Dec,9,Yes,215,Yes,,Failed,53,"-33.75159600836513, 159.81655274323697"
B6253,swallow,australia,Wetland,Clear,Climate Change,42.4475584283567,-43.12586216433672,39.426621150825866,23.73117182882737,2059.19,51.7,58.96,8968,101,26.8,25.3,Jan,Apr,3,Yes,224,No,Storm,Failed,67,"42.4475584283567, -43.12586216433672"
B6254,hawk,south america,Coastal,Stormy,Feeding,9.081819617638956,81.25346214594884,-5.0381841950403725,17.00153632862549,3167.06,56.1,47.9,3109,722,12.8,23.2,Oct,Dec,9,No,168,Yes,Predator,Failed,71,"9.081819617638956, 81.25346214594884"
B6255,crane,europe,Coastal,Clear,Climate Change,10.693122937814692,-32.2036258887438,58.25637160835549,-119.4696481817893,2503.8,47.3,59.48,9163,723,16.4,24.5,Feb,Oct,5,No,432,Yes,,Successful,36,"10.693122937814692, -32.2036258887438"
B6256,eagle,australia,Wetland,Clear,Climate Change,-23.83115781857174,-135.48250001540453,-16.187915157094793,124.77537348016313,2539.35,49.8,50.08,4166,727,1.1,42.5,May,Mar,5,No,47,Yes,Predator,Failed,67,"-23.83115781857174, -135.48250001540453"
B6257,hawk,australia,Coastal,Rainy,Feeding,-68.97869255877542,138.46006977207054,54.6393654537932,132.17081223921457,1748.99,30.7,39.01,5818,118,-3.5,59.9,Oct,Jun,6,Yes,324,Yes,Injury,Failed,33,"-68.97869255877542, 138.46006977207054"
B6258,eagle,europe,Coastal,Clear,Climate Change,-50.95287758412198,155.5031241764308,-84.22651891223472,-106.65887018761846,2161.26,63.5,53.6,4135,188,5.0,58.5,Nov,May,9,No,213,No,,Failed,28,"-50.95287758412198, 155.5031241764308"
B6259,crane,europe,Coastal,Clear,Breeding,48.38969760049048,1.7101912556903756,-65.7685842227817,-30.047944555484747,2040.31,63.2,52.52,7256,820,24.9,42.4,Mar,Nov,2,Yes,422,No,Storm,Failed,24,"48.38969760049048, 1.7101912556903756"
B6260,crane,africa,Urban,Stormy,Feeding,-41.1405209105591,-173.40932490474825,46.0753934135868,-12.644722653851858,2755.81,58.1,48.51,3311,816,30.2,14.5,Feb,Nov,6,No,438,No,Predator,Successful,43,"-41.1405209105591, -173.40932490474825"
B6261,stork,australia,Mountain,Clear,Breeding,-89.59445021958993,113.77305025065353,-69.40993629362973,17.611926044864532,2952.52,54.8,49.48,2587,252,8.8,0.4,Sep,Dec,2,No,387,No,,Successful,89,"-89.59445021958993, 113.77305025065353"
B6262,crane,asia,Coastal,Windy,Feeding,89.46313580367902,-8.29426815691528,33.076987301955725,-171.98186217330516,2363.59,53.6,56.59,6586,598,30.4,46.6,May,Apr,14,No,230,Yes,,Successful,95,"89.46313580367902, -8.29426815691528"
B6263,crane,south america,Mountain,Windy,Breeding,-52.07719790693324,-152.98979128503532,40.24328366295708,93.1734484507458,2572.24,50.7,49.89,1688,753,3.2,28.9,May,Mar,4,Yes,450,No,,Failed,62,"-52.07719790693324, -152.98979128503532"
B6264,goose,north america,Mountain,Stormy,Climate Change,27.968966796670884,-111.81906616626183,29.195164293825883,130.3049906727702,2466.82,65.2,48.3,3798,181,7.1,16.8,Apr,Nov,5,No,105,No,,Failed,84,"27.968966796670884, -111.81906616626183"
B6265,swallow,north america,Urban,Windy,Avoid Predators,76.84596082349887,-125.23703751704578,57.28178253699613,-128.8102039992391,3383.26,45.0,39.29,8392,883,4.3,25.2,Oct,Mar,3,Yes,227,Yes,Storm,Failed,71,"76.84596082349887, -125.23703751704578"
B6266,stork,asia,Mountain,Rainy,Breeding,17.948292234108663,67.06039187509714,2.0910726218455125,142.78642263779818,1337.98,33.5,54.1,3656,491,0.9,44.8,Sep,Jun,11,No,317,No,Injury,Failed,16,"17.948292234108663, 67.06039187509714"
B6267,warbler,europe,Grassland,Stormy,Breeding,53.82551071520234,-72.21258256770788,71.46667129022657,126.32839790770448,1956.63,53.6,50.74,6403,462,8.0,2.8,Mar,May,3,Yes,224,No,,Failed,66,"53.82551071520234, -72.21258256770788"
B6268,stork,europe,Forest,Clear,Avoid Predators,85.7469081867867,-134.03141376788045,12.50932098068543,15.21242999894696,2354.24,60.2,50.99,7228,498,5.2,30.6,Apr,Nov,13,No,183,No,Lost Signal,Successful,13,"85.7469081867867, -134.03141376788045"
B6269,stork,europe,Urban,Windy,Avoid Predators,64.86541666736144,150.3535774449037,1.4171343714127858,-81.09658437756624,2658.98,50.8,53.21,2952,884,-0.3,22.8,Jan,Jun,3,No,108,Yes,,Failed,94,"64.86541666736144, 150.3535774449037"
B6270,warbler,australia,Forest,Rainy,Breeding,10.422735962105108,164.35118124568913,1.6897157811076229,-105.3037172590736,2252.15,62.5,52.15,3158,701,13.8,12.4,Jan,Apr,6,Yes,182,No,Lost Signal,Successful,72,"10.422735962105108, 164.35118124568913"
B6271,goose,europe,Grassland,Stormy,Breeding,-24.5334725132263,-130.11268580388997,74.17479914723108,-3.914840569546101,1684.81,67.3,43.53,3240,497,19.4,53.7,Feb,Apr,14,Yes,296,Yes,Injury,Successful,47,"-24.5334725132263, -130.11268580388997"
B6272,eagle,europe,Wetland,Stormy,Breeding,-3.1563991504872746,-97.11509280844514,-46.134713558382494,2.5934925998309666,2831.03,53.3,47.44,2336,324,23.2,43.3,Jan,May,2,Yes,451,No,Storm,Successful,72,"-3.1563991504872746, -97.11509280844514"
B6273,crane,australia,Wetland,Clear,Feeding,61.52871027429799,33.16345905830971,35.10637962681655,54.67260436073176,3345.88,70.2,51.29,2662,781,25.6,45.3,Nov,Dec,13,Yes,471,No,Predator,Failed,29,"61.52871027429799, 33.16345905830971"
B6274,swallow,australia,Coastal,Foggy,Breeding,63.60382982711525,-125.81717418054932,-46.32915813030242,108.589483725239,1716.16,28.9,50.32,5071,214,12.8,41.1,May,May,3,No,362,Yes,Predator,Failed,77,"63.60382982711525, -125.81717418054932"
B6275,hawk,asia,Wetland,Windy,Breeding,62.25388602450548,-122.90699055469972,-73.4085038614007,156.41995318736298,2697.56,41.2,40.7,9228,882,6.4,18.5,Nov,Dec,1,Yes,167,No,Predator,Successful,18,"62.25388602450548, -122.90699055469972"
B6276,warbler,africa,Urban,Rainy,Avoid Predators,17.500392495001975,-58.83262497453957,81.67389797398323,106.66112179074707,3066.22,60.0,46.59,4020,376,1.8,1.7,Jan,Nov,12,No,452,Yes,Predator,Successful,77,"17.500392495001975, -58.83262497453957"
B6277,eagle,australia,Wetland,Stormy,Avoid Predators,-4.147934803629667,161.70131983248183,-66.64943167995071,147.2563161129974,2728.25,57.3,55.94,6761,885,9.0,35.9,Apr,Mar,9,No,422,No,Predator,Failed,16,"-4.147934803629667, 161.70131983248183"
B6278,warbler,south america,Urban,Windy,Feeding,-33.95914990278088,166.47919068825666,33.5147852785274,-0.2273402087890588,3030.02,44.5,32.59,7687,309,3.6,19.8,Sep,Dec,5,No,199,Yes,Injury,Successful,89,"-33.95914990278088, 166.47919068825666"
B6279,crane,europe,Urban,Rainy,Feeding,-89.39504606725272,123.04376993713322,-13.579429340905136,-166.0015461891577,2312.64,49.1,37.27,8788,309,14.7,16.6,May,Mar,2,Yes,464,No,Storm,Failed,38,"-89.39504606725272, 123.04376993713322"
B6280,goose,africa,Forest,Rainy,Climate Change,47.60734875497207,70.45665045445818,60.67824599344493,-161.34113501761522,2058.88,72.9,48.99,5997,570,-9.5,40.7,Apr,Mar,14,No,496,No,Lost Signal,Failed,7,"47.60734875497207, 70.45665045445818"
B6281,warbler,north america,Wetland,Stormy,Breeding,-40.14030959747016,79.44241170843094,49.17639294667046,-83.34449076066099,3154.52,63.4,51.09,4922,298,11.3,21.3,Feb,Oct,1,No,98,No,Predator,Failed,72,"-40.14030959747016, 79.44241170843094"
B6282,crane,asia,Mountain,Windy,Breeding,-30.657978830639266,-10.95377648853568,-64.12168358194815,41.03503810378422,2688.57,27.8,48.89,9848,419,23.3,58.5,Mar,Nov,3,No,416,No,Predator,Successful,19,"-30.657978830639266, -10.95377648853568"
B6283,crane,africa,Wetland,Rainy,Avoid Predators,61.82662047246791,10.855666135997607,-5.79298605817938,-59.319305983152304,2596.45,46.7,54.18,3770,887,2.6,54.4,Nov,Oct,9,Yes,31,No,Injury,Failed,36,"61.82662047246791, 10.855666135997607"
B6284,goose,australia,Wetland,Stormy,Climate Change,-80.59479171792829,48.40295760215571,-85.0441892894142,-120.18826634586983,2621.06,49.5,61.04,9744,671,29.2,2.7,Nov,Mar,9,Yes,139,Yes,Injury,Successful,9,"-80.59479171792829, 48.40295760215571"
B6285,stork,europe,Wetland,Windy,Breeding,76.97165966233894,83.2631894980521,-12.685767468468526,126.17823481644768,1772.42,59.6,54.32,3501,482,-1.8,6.3,Sep,Dec,10,No,388,No,Predator,Successful,37,"76.97165966233894, 83.2631894980521"
B6286,stork,europe,Coastal,Windy,Climate Change,-89.75485396106885,-145.13537789620153,36.03884800675931,174.59811788505164,2176.77,55.4,40.55,4378,259,25.6,33.2,Nov,Dec,8,Yes,461,Yes,Lost Signal,Failed,86,"-89.75485396106885, -145.13537789620153"
B6287,swallow,europe,Mountain,Stormy,Feeding,79.05044066857309,-99.04067651536016,-48.21188148321893,-174.00905039011636,2590.37,61.7,45.79,1189,226,23.4,1.6,Feb,Dec,10,Yes,7,Yes,,Failed,53,"79.05044066857309, -99.04067651536016"
B6288,swallow,africa,Mountain,Windy,Breeding,-8.143471604985052,166.6595488689644,55.80601318757599,-147.8073267394738,3364.4,53.7,50.44,6632,488,7.7,26.7,Oct,Dec,3,No,421,No,Lost Signal,Successful,98,"-8.143471604985052, 166.6595488689644"
B6289,stork,europe,Urban,Foggy,Breeding,-71.61792747267248,-59.3487844341916,-80.43033128511486,-0.2380480337339179,1962.91,52.8,41.74,1949,527,-9.9,24.3,Sep,Jun,5,No,15,Yes,Lost Signal,Successful,60,"-71.61792747267248, -59.3487844341916"
B6290,eagle,australia,Mountain,Rainy,Feeding,31.349046103413727,-83.34928410904696,-83.77805481116633,-58.43979078019596,2138.36,56.7,52.41,3749,761,-5.7,39.3,Sep,Dec,1,Yes,152,Yes,Injury,Failed,41,"31.349046103413727, -83.34928410904696"
B6291,hawk,africa,Urban,Rainy,Breeding,71.25415662981993,-28.11192763524366,-85.05854134895515,101.57443718111534,2792.85,44.8,53.07,8131,259,14.8,26.4,Sep,Dec,7,No,379,No,,Successful,98,"71.25415662981993, -28.11192763524366"
B6292,crane,europe,Forest,Windy,Feeding,-11.1468929674284,-75.26852984402566,-39.59516311916702,55.54879342932111,1296.91,54.7,39.27,7302,141,31.8,9.0,Sep,Apr,13,Yes,309,No,Lost Signal,Failed,27,"-11.1468929674284, -75.26852984402566"
B6293,hawk,north america,Urban,Stormy,Feeding,34.44442272551994,-147.17513068133215,-5.920954442820758,-155.33626841086746,2400.32,67.0,50.68,5649,534,10.0,10.7,Sep,Apr,2,No,61,No,,Successful,66,"34.44442272551994, -147.17513068133215"
B6294,crane,north america,Wetland,Clear,Climate Change,86.28528963407291,-105.13399251448682,-70.65953779142791,16.157955913885246,1887.43,31.1,51.78,5283,120,24.3,22.9,Apr,Oct,13,Yes,89,Yes,,Failed,47,"86.28528963407291, -105.13399251448682"
B6295,stork,south america,Grassland,Windy,Avoid Predators,-46.67385173165909,50.45752712963997,89.41384708036307,-58.84828374189698,3575.79,54.5,43.69,9345,271,-2.9,14.8,Jan,Mar,4,No,420,Yes,Lost Signal,Failed,13,"-46.67385173165909, 50.45752712963997"
B6296,swallow,europe,Grassland,Clear,Avoid Predators,57.68090224608386,-99.65427946101624,89.92099467002495,167.4405443901133,2896.11,27.6,48.83,4733,684,26.0,50.5,Nov,Mar,11,No,48,No,,Successful,88,"57.68090224608386, -99.65427946101624"
B6297,eagle,europe,Coastal,Windy,Feeding,-36.85732031750821,53.16019081014076,3.56442590621323,-8.899542420626915,2037.29,57.9,52.68,8306,542,1.9,60.0,Nov,May,9,Yes,191,Yes,Predator,Successful,34,"-36.85732031750821, 53.16019081014076"
B6298,swallow,africa,Wetland,Clear,Climate Change,-13.25923200177121,-143.97087783475078,12.24171625131072,153.95893535386904,2539.61,52.0,46.87,3501,271,-4.4,47.3,Oct,Nov,2,Yes,412,Yes,Lost Signal,Failed,17,"-13.25923200177121, -143.97087783475078"
B6299,hawk,africa,Urban,Windy,Feeding,-39.282143670493056,-164.92451414670873,76.82550834167446,-169.13714740531412,2015.19,59.4,55.39,5899,414,11.2,19.8,Oct,Jun,9,Yes,146,No,Lost Signal,Successful,40,"-39.282143670493056, -164.92451414670873"
B6300,swallow,europe,Wetland,Stormy,Climate Change,-9.717885281857974,130.16436575730916,48.5627002745309,-142.82112008516984,1980.25,42.2,44.53,1073,370,12.7,27.9,Jan,Jun,1,No,58,Yes,Predator,Successful,34,"-9.717885281857974, 130.16436575730916"
B6301,stork,south america,Coastal,Clear,Climate Change,-89.08397416290914,93.6094303950095,-59.76941788643581,-40.94314634003834,1858.11,45.6,48.55,5065,788,16.6,27.2,May,Dec,10,No,118,No,Storm,Successful,23,"-89.08397416290914, 93.6094303950095"
B6302,eagle,europe,Mountain,Foggy,Avoid Predators,-35.38100748055113,59.76996582469437,52.64800470391344,139.30441410800626,2148.74,60.6,48.33,6654,125,11.2,55.2,Nov,Nov,14,No,211,Yes,Storm,Successful,93,"-35.38100748055113, 59.76996582469437"
B6303,hawk,australia,Urban,Stormy,Avoid Predators,-9.847068491214756,-168.8762761427286,-48.43074004324933,16.057468594884682,2695.79,62.5,48.84,8793,427,9.0,36.0,Sep,May,14,No,313,Yes,Storm,Failed,95,"-9.847068491214756, -168.8762761427286"
B6304,eagle,africa,Wetland,Windy,Climate Change,23.80323306709728,-93.83258334465388,-12.555391188352786,116.69058895760064,3097.31,39.7,51.38,7623,101,18.7,42.9,Nov,Jun,3,Yes,23,Yes,Predator,Successful,79,"23.80323306709728, -93.83258334465388"
B6305,crane,europe,Mountain,Clear,Avoid Predators,24.725050411663588,112.43315777481382,5.851484200702018,-77.9293319058501,1965.31,45.7,45.8,7442,812,22.7,18.9,Oct,Oct,1,Yes,284,Yes,Injury,Failed,53,"24.725050411663588, 112.43315777481382"
B6306,swallow,africa,Coastal,Rainy,Climate Change,15.081411324688702,-127.91964057892396,39.05987382334115,-139.86205092864924,2031.92,40.1,46.53,1762,711,8.4,2.7,Jan,Jun,12,Yes,148,No,Lost Signal,Failed,38,"15.081411324688702, -127.91964057892396"
B6307,eagle,europe,Mountain,Stormy,Breeding,-37.25427067338656,112.6272383617549,-62.972946409995984,-91.4260245292814,3626.78,59.3,44.6,9872,309,27.0,13.2,Apr,May,14,Yes,15,Yes,,Failed,88,"-37.25427067338656, 112.6272383617549"
B6308,goose,asia,Urban,Clear,Feeding,80.53277686843418,30.324077895304868,-76.289426138142,52.30922800238824,2566.75,54.2,50.73,9778,891,6.4,8.8,Apr,Mar,11,Yes,446,No,,Failed,30,"80.53277686843418, 30.324077895304868"
B6309,swallow,africa,Coastal,Stormy,Avoid Predators,-19.445431726602123,86.5326124069125,65.90219937492341,133.71015571727406,2349.27,56.7,53.25,2557,102,30.3,27.2,Feb,Apr,2,No,242,Yes,Lost Signal,Failed,63,"-19.445431726602123, 86.5326124069125"
B6310,crane,south america,Coastal,Clear,Feeding,-50.9590905769696,52.02254824242229,58.82264843166871,-16.200241853634168,2083.78,50.5,48.63,3136,220,-1.4,33.5,Apr,Oct,14,No,361,Yes,Lost Signal,Successful,8,"-50.9590905769696, 52.02254824242229"
B6311,eagle,asia,Coastal,Rainy,Avoid Predators,9.812329140237722,-29.88375116984838,4.187761545065001,-110.2984091695775,2170.44,28.6,45.87,4369,528,16.3,11.0,Oct,Jun,14,Yes,475,No,Predator,Successful,45,"9.812329140237722, -29.88375116984838"
B6312,hawk,australia,Forest,Foggy,Feeding,44.80716057856444,-74.88815439710721,29.225484691588093,49.54033652826925,2523.87,42.6,46.18,8282,226,31.4,24.2,Feb,Jun,9,Yes,380,Yes,Lost Signal,Successful,39,"44.80716057856444, -74.88815439710721"
B6313,crane,europe,Coastal,Rainy,Feeding,-87.79795689199207,62.18250429270498,39.474237520592766,-109.10377035771702,3074.25,48.3,52.86,8633,151,-0.2,31.2,Apr,May,8,No,246,Yes,Storm,Successful,47,"-87.79795689199207, 62.18250429270498"
B6314,goose,australia,Forest,Windy,Avoid Predators,-40.25807866880146,110.48863744976194,-4.224355728137155,25.30357281300553,1940.86,37.5,39.27,3683,366,34.3,17.0,May,Apr,7,Yes,432,No,Storm,Failed,52,"-40.25807866880146, 110.48863744976194"
B6315,eagle,africa,Mountain,Stormy,Avoid Predators,58.49601346800537,-163.89625098172976,-43.69851259541832,-143.17497983307751,2378.47,28.8,48.78,6271,804,26.3,24.9,Apr,Nov,2,No,260,No,Injury,Failed,18,"58.49601346800537, -163.89625098172976"
B6316,warbler,asia,Forest,Foggy,Avoid Predators,1.2637968094076797,-43.23278385942098,-3.349366703182,112.00862453066014,3393.48,60.0,45.69,7539,815,8.2,0.9,Oct,Dec,5,Yes,458,No,Predator,Successful,79,"1.2637968094076797, -43.23278385942098"
B6317,warbler,australia,Mountain,Stormy,Avoid Predators,-16.472105175615468,-53.73727769524932,81.14363837572924,109.85999641142551,1733.2,42.0,45.61,5115,867,12.1,24.0,Feb,Apr,3,No,321,No,Storm,Successful,34,"-16.472105175615468, -53.73727769524932"
B6318,stork,south america,Forest,Clear,Climate Change,77.56223032481614,21.409502565042917,60.80985244125648,14.851979294274429,3132.41,55.5,53.81,3151,655,-5.9,38.0,Jan,Apr,11,Yes,435,No,Storm,Failed,87,"77.56223032481614, 21.409502565042917"
B6319,swallow,africa,Mountain,Windy,Avoid Predators,-73.88368251788904,-138.9869797003921,-6.201450134671859,-166.25426176140954,3549.22,63.9,49.31,3217,852,10.2,28.6,Jan,Nov,9,Yes,485,Yes,Injury,Successful,99,"-73.88368251788904, -138.9869797003921"
B6320,hawk,asia,Mountain,Windy,Avoid Predators,20.80263614001284,156.03098765014056,-49.3957739929062,-79.1332501924105,2520.48,44.7,45.82,7645,745,34.6,34.0,Jan,Nov,11,Yes,379,No,,Successful,16,"20.80263614001284, 156.03098765014056"
B6321,stork,australia,Coastal,Stormy,Avoid Predators,-28.406031076120136,17.46369663617611,70.1305970226131,-130.2174535449414,3157.95,49.5,51.68,1398,682,34.7,46.5,Mar,May,11,No,146,No,Injury,Successful,96,"-28.406031076120136, 17.46369663617611"
B6322,eagle,asia,Coastal,Windy,Breeding,-77.25178830727337,152.5510095421604,24.88339630516145,8.444101704462867,1541.89,56.8,52.22,6297,295,-2.6,59.9,Nov,Apr,1,Yes,183,No,,Successful,31,"-77.25178830727337, 152.5510095421604"
B6323,warbler,asia,Mountain,Stormy,Feeding,-51.52598845005237,114.09873244619422,-17.146807842511222,-143.37565118246445,2366.07,47.1,55.55,1406,209,-9.3,25.1,May,Apr,14,Yes,464,No,Injury,Successful,82,"-51.52598845005237, 114.09873244619422"
B6324,warbler,australia,Coastal,Clear,Avoid Predators,23.027978343111187,-111.01000956653472,-69.90164261478196,133.1015421430953,3039.49,52.0,50.63,7271,863,-3.6,10.3,Oct,Nov,7,No,264,Yes,Predator,Failed,7,"23.027978343111187, -111.01000956653472"
B6325,warbler,north america,Mountain,Clear,Avoid Predators,-84.91015190617966,-132.35795557453542,45.31745472376852,126.05914381580244,1778.81,58.3,47.41,5128,491,15.3,58.7,Mar,Nov,3,No,97,No,Lost Signal,Successful,27,"-84.91015190617966, -132.35795557453542"
B6326,eagle,europe,Coastal,Stormy,Feeding,16.604786770083166,130.05008640033418,-32.94497294414656,-123.80469305916438,3153.83,32.4,58.08,7712,890,31.0,17.1,Apr,Oct,3,No,338,No,Injury,Successful,73,"16.604786770083166, 130.05008640033418"
B6327,warbler,africa,Grassland,Rainy,Feeding,82.23307581911479,12.99608013031886,19.135064571115837,70.15969260248349,3761.91,67.7,57.49,2063,469,-9.0,15.7,Sep,Jun,12,Yes,162,Yes,Predator,Failed,48,"82.23307581911479, 12.99608013031886"
B6328,crane,africa,Forest,Rainy,Climate Change,53.11729122664846,-172.89261075675657,12.531101769862133,70.74118378351739,2135.86,53.9,62.19,3625,792,5.5,52.1,Sep,Nov,9,Yes,404,No,Predator,Successful,47,"53.11729122664846, -172.89261075675657"
B6329,eagle,africa,Mountain,Clear,Feeding,-27.792525719907783,156.3216294381695,35.93215390219147,-37.16841741464219,2871.26,52.8,55.74,8857,715,34.7,53.6,Mar,Dec,12,Yes,43,No,Lost Signal,Failed,22,"-27.792525719907783, 156.3216294381695"
B6330,hawk,asia,Wetland,Foggy,Feeding,-65.1226236549105,-9.709776218496811,6.771799373799951,-124.92032691126278,2981.67,52.0,53.29,5068,161,14.5,20.2,Jan,May,1,No,159,No,Storm,Successful,40,"-65.1226236549105, -9.709776218496811"
B6331,stork,australia,Coastal,Rainy,Breeding,-6.288401895663853,-71.66293136913754,23.4740795937328,-132.44121998754014,3302.47,67.6,37.99,2099,731,12.4,38.9,Nov,May,12,Yes,271,Yes,Lost Signal,Successful,65,"-6.288401895663853, -71.66293136913754"
B6332,hawk,europe,Coastal,Stormy,Climate Change,-19.268921487887027,5.975233621433006,-75.32236462574662,86.21134253432365,1928.78,37.6,58.11,4017,881,-6.9,41.4,Jan,Mar,9,No,250,Yes,Storm,Failed,40,"-19.268921487887027, 5.975233621433006"
B6333,goose,south america,Urban,Clear,Breeding,84.91193280429337,116.25062055629589,29.75016108033263,-100.73613101145251,2173.23,56.0,50.03,3360,282,6.5,31.4,Feb,Apr,12,No,344,Yes,Injury,Successful,71,"84.91193280429337, 116.25062055629589"
